Month,Ticker,ESG_Rating,ESG_Score
3,MKC,A,6
3,MKSI,B,1.9
3,MKTX,BB,4
3,MLAB,B,2.7
3,MLHR,AA,7.8
3,MLI,B,2.3
3,MLM,BB,4.1
3,MMC,AA,7.2
3,MMI,AA,7.8
3,MMM,AAA,10
3,MMS,BB,2.9
3,MMSI,A,7
3,MNRO,BBB,5.1
3,MNST,CCC,0
3,MO,BB,3.8
3,MOG.A,A,6.9
3,MOH,BB,4
3,MOS,A,7
3,MPC,BB,4
3,MPW,B,1.6
3,MPWR,B,2.6
3,MRCY,A,6.9
3,MRK,A,6.1
3,MRO,BBB,5.6
3,MRTN,BB,3.9
3,MS,A,6.8
3,MSA,BBB,5.5
3,MSFT,AAA,10
3,MSI,A,6
3,MSM,BB,3.2
3,MSTR,BB,3.8
3,MTB,BBB,4.6
3,MTD,AA,8.2
3,MTDR,B,2.8
3,MTG,BBB,5.4
3,MTH,BBB,5.3
3,MTOR,BBB,5.4
3,MTRN,BB,4
3,MTRX,BB,4
3,MTSC,A,7
3,MTX,A,6
3,MTZ,BB,4.1
3,MU,BB,4.2
3,MUR,B,2.3
3,MUSA,A,6.7
3,MXIM,A,6.5
3,MXL,B,2.6
3,MYE,BBB,5.2
3,MYGN,B,2.8
3,MYRG,A,6.7
3,NATI,AA,8.3
3,NAVI,B,2
3,NBHC,BBB,4.6
3,NBTB,BB,3.3
3,NCLH,BBB,5
3,NCR,BBB,5.2
3,NDAQ,BB,3.7
3,NDSN,BB,3.5
3,NEE,AAA,9.4
3,NEM,A,6.9
3,NEO,BBB,4.8
3,NEOG,BB,3
3,NEU,B,2.6
3,NFBK,BB,3.3
3,NFG,BBB,5.1
3,NFLX,B,1.6
3,NGVT,B,2.6
3,NI,BBB,5.5
3,NJR,BBB,5.5
3,NKE,A,5.9
3,NKTR,BB,4.2
3,NLOK,A,7.1
3,NLSN,A,6.7
3,NMIH,B,2.5
3,NNN,B,1.9
3,NOC,AA,8.4
3,NOV,A,6.3
3,NOW,A,7.1
3,NP,B,1.8
3,NPK,BB,4.1
3,NPO,BBB,5.2
3,NRG,B,2.1
3,NSA,B,1.9
3,NSC,A,7.1
3,NSIT,A,7
3,NSP,BBB,5.2
3,NTAP,BB,4
3,NTCT,BBB,4.4
3,NTGR,BBB,5.2
3,NTRS,AA,8.5
3,NTUS,BB,4.2
3,NUE,BBB,5.6
3,NUS,BB,3.8
3,NUVA,BB,4.2
3,NVDA,AAA,9.4
3,NVR,BBB,4.5
3,NVT,B,1.9
3,NWBI,B,2.5
3,NWE,BB,4
3,NWL,A,5.8
3,NWN,BBB,4.5
3,NWSA,CCC,1.1
3,NX,BB,4.2
3,NXGN,BBB,4.5
3,NXRT,B,2.7
3,NYCB,BBB,5
3,NYMT,B,1.8
3,NYT,A,6.4
3,O,BB,3.8
3,OC,AA,8.2
3,ODFL,BB,4.2
3,ODP,BBB,4.9
3,OFC,A,6.5
3,OFG,BB,2.9
3,OFIX,BBB,4.8
3,OGE,BBB,4.5
3,OGS,A,6.2
3,OHI,B,2.7
3,OI,BBB,4.4
3,OII,A,6.8
3,OKE,A,7.1
3,OLED,BBB,4.8
3,OLLI,B,1.8
3,OLN,CCC,0
3,OMC,BBB,5
3,OMCL,BB,3.6
3,OMI,A,6.6
3,ONB,BB,3.3
3,ONTO,BBB,5.2
3,OPI,B,2.7
3,ORCL,BBB,4.7
3,ORI,B,1.5
3,ORLY,B,2.8
3,OSIS,A,6.1
3,OSK,AA,8.1
3,OSPN,BBB,4.4
3,OSUR,A,7
3,OXM,BBB,5.3
3,OXY,BB,4
3,OZK,BBB,5.4
3,PACW,BB,2.9
3,PAHC,BBB,5.6
3,PARR,B,2.7
3,PATK,B,2.7
3,PAYC,A,7.1
3,PAYX,BBB,5.6
3,PB,BB,2.9
3,PBCT,A,5.8
3,PBF,BB,3.5
3,PBH,BB,3.1
3,PBI,AA,7.8
3,PCAR,BBB,4.6
3,PCH,BB,3.2
3,PCRX,BB,3.6
3,PCTY,A,7.1
3,PDCE,B,2.3
3,PDCO,AAA,10
3,PDFS,BB,3.2
3,PEAK,AA,7.6
3,PEB,B,2.2
3,PEG,A,7
3,PEN,A,6.4
3,PENN,BBB,4.5
3,PEP,AA,7.9
3,PETS,BB,3.8
3,PFBC,B,2.5
3,PFE,B,2.8
3,PFG,BBB,5.3
3,PFS,BB,4.2
3,PG,AA,7.9
3,PGR,BBB,4.7
3,PGTI,BB,3
3,PH,A,6.1
3,PHM,BB,3.5
3,PII,B,1.7
3,PIPR,B,2.4
3,PK,BBB,4.6
3,PKE,BB,3
3,PKG,B,2
3,PKI,BBB,5.2
3,PLAB,B,2.3
3,PLAY,BBB,4.3
3,PLCE,BBB,5.6
3,PLD,AA,7.3
3,PLT,A,6
3,PLUS,A,6.5
3,PLXS,A,7
3,PM,BBB,5.4
3,PMT,B,1.8
3,PNC,A,7.1
3,PNFP,BBB,4.6
3,PNM,BB,3
3,PNR,BBB,5.5
3,PNW,A,7
3,POOL,A,6.9
3,POST,BB,4
3,POWI,BBB,4.5
3,POWL,B,1.6
3,PPBI,B,2.5
3,PPC,BB,4
3,PPG,A,6.7
3,PPL,BBB,5.7
3,PRA,BB,3.2
3,PRAA,A,6
3,PRAH,BB,3.6
3,PRDO,CCC,0
3,PRFT,BBB,4.4
3,PRGO,BBB,5.6
3,PRGS,A,6.2
3,PRI,BB,4.2
3,PRK,BB,2.9
3,PRLB,BBB,5.2
3,PRSC,A,6.9
3,PRSP,BB,2.9
3,PRU,A,6.9
3,PSA,B,1.6
3,PSB,B,2.2
3,PSMT,A,5.8
3,PSX,BBB,5.6
3,PTC,A,7.1
3,PTEN,B,2.3
3,PUMP,B,2
3,PVH,AA,8.2
3,PWR,AA,8.5
3,PXD,BB,3.6
3,PYPL,A,6.5
3,PZZA,B,1.7
3,QCOM,B,1.6
3,QDEL,BBB,5.2
3,QLYS,BBB,5.3
3,QNST,B,2.8
3,QRVO,BB,3.9
3,R,AA,8.4
3,RAMP,B,2.1
3,RAVN,AA,7.7
3,RBC,BBB,4.4
3,RC,BB,3.2
3,RCII,BBB,5.6
3,RCL,BBB,4.6
3,RCM,AA,8
3,RDNT,BBB,4.9
3,RE,CCC,1.2
3,REG,A,6.8
3,REGI,BBB,5.4
3,REGN,BB,3.6
3,RES,BB,3
3,REX,B,2.3
3,REXR,BB,4.1
3,REZI,A,6.7
3,RF,A,7.1
3,RGA,BB,4.2
3,RGEN,A,6
3,RGLD,A,6.7
3,RGNX,BB,3.6
3,RGP,BBB,4.8
3,RGR,B,1.7
3,RGS,BB,3.8
3,RH,BB,3.8
3,RHI,AA,8.2
3,RJF,BB,2.9
3,RL,BB,3.5
3,RLGY,BBB,5.4
3,RLI,B,2.1
3,RMAX,B,2.4
3,RMBS,BBB,4.8
3,RMD,AA,7.9
3,RNR,B,1.6
3,RNST,B,1.7
3,ROCK,BB,3.9
3,ROG,A,6.5
3,ROIC,B,1.9
3,ROK,A,6.6
3,ROL,BB,3.3
3,ROP,A,6.5
3,ROST,BB,3.1
3,RPAI,B,1.9
3,RPM,BB,3.3
3,RPT,B,1.9
3,RRC,BB,3.1
3,RS,A,6.9
3,RSG,B,2.7
3,RTX,A,6.6
3,RUN,A,6.8
3,RUTH,BB,3.5
3,RWT,BB,3.2
3,RYN,BB,3.2
3,SABR,BBB,5.6
3,SAFE,B,1.6
3,SAFM,B,2.6
3,SAFT,B,2.6
3,SAH,BB,3.6
3,SAIA,BB,4.2
3,SAIC,BB,3.2
3,SAIL,BB,4.1
3,SAM,B,1.6
3,SANM,BB,3
3,SBAC,BBB,5.5
3,SBCF,BB,4.2
3,SBH,BBB,4.4
3,SBNY,BB,4.2
3,SBRA,BB,3.8
3,SBSI,BB,2.9
3,SBUX,BBB,5.2
3,SCHL,BBB,4.5
3,SCHW,BB,4.2
3,SCI,BBB,5
3,SCL,BBB,4.7
3,SCSC,BB,3.5
3,SCVL,BBB,4.4
3,SEDG,BB,2.9
3,SEE,BBB,5.2
3,SEIC,B,2.6
3,SEM,A,7.1
3,SF,B,2.6
3,SFBS,BBB,5
3,SFM,BBB,5.2
3,SFNC,BBB,5.4
3,SGH,B,2.6
3,SGMS,BB,3.5
3,SHAK,BBB,5.2
3,SHEN,BBB,4.5
3,SHOO,BB,3.8
3,SHW,BBB,5.6
3,SIG,BBB,5.4
3,SIGI,BB,3.2
3,SITC,BB,4.1
3,SIVB,A,7.1
3,SIX,BB,2.9
3,SJI,A,6.4
3,SJM,BBB,4.3
3,SKT,B,2.4
3,SKX,B,2.4
3,SKYW,B,2.6
3,SLAB,BBB,4.5
3,SLB,BBB,5.7
3,SLG,BB,3.2
3,SLGN,B,2.4
3,SLM,B,2
3,SLP,BB,3.6
3,SMG,BB,3
3,SMP,BB,3.9
3,SMTC,BB,4.2
3,SNA,A,5.8
3,SNBR,BBB,4.6
3,SNEX,BBB,4.7
3,SNPS,BB,2.9
3,SNV,BB,2.9
3,SNX,BBB,5.7
3,SO,AA,7.4
3,SON,BBB,4.8
3,SPG,BBB,4.6
3,SPGI,A,7
3,SPPI,B,1.6
3,SPSC,BBB,5
3,SPTN,A,5.8
3,SPXC,BB,4.2
3,SR,BB,4
3,SRC,B,2.2
3,SRCL,CCC,0.4
3,SRDX,BBB,4.8
3,SRE,A,6
3,SSD,B,1.8
3,SSP,BB,3.9
3,SSTK,B,2.8
3,STAR,BB,3.5
3,STBA,BB,4.2
3,STC,BB,2.9
3,STE,A,5.8
3,STL,BB,3.3
3,STLD,BBB,5.6
3,STMP,B,2.8
3,STOR,B,2.7
3,STRA,B,2.7
3,STT,AA,8.5
3,STX,BBB,5.2
3,STZ,BB,2.9
3,SUPN,BBB,4.4
3,SVC,BB,4.1
3,SWK,BBB,5.2
3,SWKS,A,5.8
3,SWM,B,1.8
3,SWN,BBB,4.9
3,SWX,A,6
3,SXC,BB,4.1
3,SXI,BB,3.5
3,SXT,BB,3
3,SYF,BB,4
3,SYK,B,2.4
3,SYKE,A,5.9
3,SYNA,BB,4.2
3,SYNH,B,2.1
3,SYY,BBB,5.5
3,T,BB,3
3,TALO,BB,3.3
3,TAP,AA,8.2
3,TBI,AA,8.5
3,TBK,BB,3.7
3,TCBI,BBB,4.6
3,TCF,BBB,4.6
3,TCMD,A,6.4
3,TCO,B,2.2
3,TDC,AAA,10
3,TDG,BB,4.1
3,TDS,B,1.8
3,TDY,BBB,5.6
3,TECH,BB,3.6
3,TEL,AA,7.4
3,TER,BB,2.9
3,TEX,BBB,4.9
3,TFX,BB,3.6
3,TG,B,2
3,TGI,BB,4.1
3,TGNA,BBB,5.5
3,TGT,A,6.4
3,THC,BB,4
3,THG,BBB,5.3
3,THO,BBB,5.5
3,THRM,AA,7.8
3,THS,BBB,5.1
3,TIF,AAA,10
3,TILE,BBB,4.5
3,TJX,BBB,4.9
3,TKR,BB,3.9
3,TMHC,BBB,5.7
3,TMO,BB,4.2
3,TMP,B,2.5
3,TMUS,BB,3
3,TNC,A,6.5
3,TOL,BB,3.5
3,TPH,BB,4.1
3,TPR,BBB,5
3,TPRE,B,1.6
3,TPX,BB,3.1
3,TR,B,1.7
3,TREE,B,1.7
3,TREX,BBB,5.5
3,TRHC,B,1.8
3,TRIP,BBB,5.1
3,TRMB,AA,8.3
3,TRMK,BBB,4.6
3,TRN,BB,4.1
3,TROW,AA,8.2
3,TRST,BB,2.9
3,TRUP,B,2.8
3,TRV,A,7.1
3,TSCO,A,5.9
3,TSE,BBB,5.1
3,TSN,BB,3.1
3,TT,AA,8.1
3,TTC,A,6.2
3,TTEC,BBB,5.6
3,TTEK,A,6.7
3,TTGT,B,1.6
3,TTMI,BBB,4.3
3,TTWO,BBB,5.2
3,TVTY,AA,7.4
3,TWTR,BB,3.3
3,TXN,AA,8.4
3,TXRH,B,2.2
3,TXT,BB,4.1
3,TYL,BB,3.2
3,UAA,BBB,5.6
3,UBA,B,1.6
3,UBSI,BB,3.3
3,UCBI,BB,3.3
3,UCTT,BB,2.9
3,UDR,A,5.9
3,UE,CCC,0
3,UEIC,B,1.9
3,UFCS,B,1.8
3,UFPI,B,2.7
3,UFS,A,6.8
3,UGI,BBB,5.5
3,UHS,CCC,1.4
3,UHT,B,1.9
3,UIHC,B,1.5
3,UIS,B,2.6
3,ULTA,BB,3.3
3,UMBF,BBB,4.6
3,UMPQ,BBB,5.4
3,UNF,A,6.3
3,UNFI,AA,8.1
3,UNH,BB,4
3,UNIT,BBB,4.5
3,UNM,B,2.8
3,UNP,BBB,5.2
3,UNVR,B,2.3
3,UPS,A,5.9
3,URBN,BB,3.3
3,URI,BBB,5.5
3,USB,BB,2.9
3,USCR,A,7
3,USNA,BB,3.6
3,USPH,A,6.3
3,UTHR,B,2.8
3,UVE,BB,2.9
3,UVV,BBB,4.6
3,V,A,6.2
3,VAC,BBB,5.4
3,VAR,BBB,5.2
3,VBTX,B,2.1
3,VC,BBB,5.2
3,VECO,BB,2.9
3,VFC,AA,7.9
3,VG,B,1.8
3,VGR,BBB,5.2
3,VIAC,B,2.7
3,VIAV,BB,3.2
3,VICR,BB,3.1
3,VIVO,BBB,5.2
3,VLO,BBB,4.6
3,VLY,BBB,4.6
3,VMC,BB,4.1
3,VMI,A,5.9
3,VNDA,BB,3.2
3,VNO,BB,3.8
3,VREX,A,5.8
3,VRSK,BBB,5.5
3,VRSN,BBB,5.6
3,VRTS,BBB,5.6
3,VRTU,A,7.1
3,VRTX,AA,7.2
3,VSAT,B,2.8
3,VSH,BBB,4.3
3,VSTO,A,7
3,VTR,BBB,5.7
3,VVI,A,6.7
3,VVV,BB,3.1
3,VZ,BB,4.2
3,WAB,BB,3
3,WABC,BB,2.9
3,WAFD,BB,4.2
3,WAT,AA,7.3
3,WBA,BBB,4.8
3,WBS,A,5.8
3,WD,B,1.7
3,WDC,B,1.6
3,WDFC,B,2.3
3,WDR,B,2.6
3,WEC,A,7
3,WELL,A,5.9
3,WEN,BBB,4.8
3,WERN,BBB,5.5
3,WETF,BB,3.5
3,WEX,A,5.9
3,WFC,CCC,0.8
3,WGO,BB,4.2
3,WH,BB,3.2
3,WHR,BB,3.1
3,WING,BB,3.9
3,WIRE,B,1.9
3,WLTW,BBB,5.3
3,WM,BBB,4.3
3,WMB,BB,4.2
3,WMT,BBB,5.2
3,WNC,BBB,5.7
3,WOR,BB,3.1
3,WPX,B,1.8
3,WRB,B,2.1
3,WRE,BB,3.8
3,WRI,B,1.6
3,WRK,BB,3.6
3,WRLD,B,2.4
3,WSM,A,6.4
3,WSO,BB,4.2
3,WSR,B,2.4
3,WST,AA,7.9
3,WTFC,BBB,5
3,WTRG,BBB,4.9
3,WTS,A,7.1
3,WU,A,7.1
3,WW,A,6.9
3,WWD,A,7.1
3,WWE,BB,4.1
3,WWW,A,6.8
3,WY,A,6.8
3,WYND,B,2.1
3,WYNN,CCC,0.6
3,X,CCC,0.3
3,XEC,BB,4.1
3,XEL,AA,8.1
3,XHR,BB,3.2
3,XLNX,BBB,5.5
3,XNCR,B,2.8
3,XOM,BBB,4.5
3,XPER,B,1.9
3,XPO,B,2.3
3,XRAY,A,6.7
3,XRX,A,6.8
3,XYL,AAA,10
3,Y,B,2.3
3,YELP,BB,3.6
3,YETI,AA,7.8
3,YUM,BB,3
3,ZBH,CCC,1.2
3,ZBRA,A,6.1
3,ZION,A,6.2
3,ZTS,A,6.4
3,ZUMZ,BBB,5.1
4,A,AAA,8.8
4,AAL,CCC,0.7
4,AAON,A,5.8
4,AAP,BBB,4.6
4,AAPL,A,6.4
4,AAT,BB,3.2
4,AAWW,B,1.8
4,AAXN,BBB,5.6
4,ABBV,A,6.8
4,ABC,BBB,4.6
4,ABCB,BBB,4.6
4,ABG,BBB,4.4
4,ABM,A,7.1
4,ABMD,A,5.8
4,ABT,BBB,5.5
4,ABTX,BB,3.3
4,ACA,BBB,5.4
4,ACC,BBB,5.1
4,ACHC,BBB,4.6
4,ACIW,A,7.1
4,ACLS,B,2.6
4,ACM,AA,7.4
4,ACN,AAA,10
4,ADBE,AA,8.2
4,ADC,BB,3
4,ADI,BBB,4.8
4,ADM,BBB,4.9
4,ADNT,B,1.7
4,ADP,A,6.8
4,ADS,BB,3.5
4,ADSK,AA,7.9
4,ADTN,A,6.8
4,ADUS,A,6.9
4,AEE,BBB,5.5
4,AEGN,A,6.7
4,AEIS,B,2.6
4,AEL,B,1.9
4,AEO,A,6.9
4,AEP,A,7
4,AES,AA,7.2
4,AFG,BB,3.3
4,AFL,BB,4.2
4,AGCO,BBB,4.9
4,AGO,B,2.1
4,AGYS,B,2.6
4,AHH,BB,3.8
4,AIG,BB,3.3
4,AIN,BB,4.2
4,AIR,BBB,5.6
4,AIT,BB,3.5
4,AIV,B,2.4
4,AIZ,BB,3.5
4,AJG,BBB,5.1
4,AJRD,A,6.3
4,AKAM,BBB,5
4,AKR,B,2.2
4,ALB,BB,3.3
4,ALE,BB,4
4,ALEX,BBB,5.7
4,ALG,BBB,5.7
4,ALGN,A,6.1
4,ALGT,BB,4.1
4,ALL,BBB,5.6
4,ALLE,AA,7.3
4,ALRM,B,2.6
4,ALXN,B,2
4,AM,BB,4.2
4,AMAT,AA,8.4
4,AMBC,B,2.6
4,AMCX,B,1.6
4,AMD,BBB,4.5
4,AME,B,2.8
4,AMED,A,6.3
4,AMG,BBB,5.6
4,AMGN,AA,8.4
4,AMN,AA,8
4,AMP,BBB,5.6
4,AMPH,BB,3.3
4,AMSF,B,2.1
4,AMT,A,6.4
4,AMWD,BB,3.3
4,AMZN,BB,4.1
4,AN,BBB,5.4
4,ANDE,BB,4.2
4,ANET,BBB,5.2
4,ANF,B,2.3
4,ANGO,BBB,5.2
4,ANIK,BB,4
4,ANIP,BB,3.6
4,ANSS,A,6.2
4,ANTM,BB,4
4,AON,BB,4
4,AOS,BB,3.9
4,APA,BBB,4.9
4,APD,BBB,4.7
4,APEI,A,6.2
4,APH,BBB,5.2
4,APOG,BB,4.2
4,APTV,A,7
4,ARCB,A,5.8
4,ARE,A,6.5
4,ARI,BB,2.9
4,AROC,BBB,4.3
4,ARR,B,2.4
4,ARW,BBB,4.3
4,ARWR,B,2.4
4,ASB,BB,3.3
4,ASGN,BBB,4.5
4,ASH,B,2.1
4,ASIX,B,1.7
4,ASTE,BBB,5.4
4,ATGE,B,1.9
4,ATI,B,2.6
4,ATNI,B,1.5
4,ATO,BB,3.8
4,ATR,A,6.4
4,ATVI,BBB,5.2
4,AVA,A,7
4,AVAV,BBB,5.6
4,AVB,BBB,5.1
4,AVD,B,2.1
4,AVGO,B,1.6
4,AVNS,BB,3.9
4,AVNT,BB,3.3
4,AVT,A,6.5
4,AVY,BBB,5.6
4,AWK,BBB,5.1
4,AWR,BB,3.4
4,AX,B,1.7
4,AXL,BBB,4.3
4,AXP,AA,8.4
4,AYI,A,6.9
4,AZO,B,1.8
4,AZZ,B,1.6
4,B,A,6.1
4,BA,BB,3.1
4,BAC,BB,4.2
4,BANC,B,2.5
4,BANF,BBB,4.6
4,BANR,BBB,4.6
4,BAX,BB,4.2
4,BBBY,B,2.1
4,BBY,AAA,10
4,BC,BB,3.5
4,BCC,AAA,10
4,BCEI,B,2.8
4,BCO,BB,3.1
4,BCOR,B,2.6
4,BCPC,BB,4
4,BDC,BBB,4.3
4,BDN,A,6.2
4,BDX,BBB,5.5
4,BEAT,A,7.1
4,BEN,A,7.1
4,BF.B,A,6.8
4,BFS,B,2.2
4,BGS,BB,3.7
4,BHE,A,7
4,BHF,B,1.9
4,BHLB,BB,3.7
4,BIG,BBB,5.6
4,BIIB,A,6.4
4,BIO,BB,3
4,BJ,BBB,4.5
4,BJRI,BB,3.9
4,BK,A,6.8
4,BKE,BBB,4.4
4,BKH,BB,4
4,BKNG,BBB,4.6
4,BKR,AAA,9.3
4,BKU,BB,4.2
4,BLD,BB,4.2
4,BLDR,A,7
4,BLK,AA,8.2
4,BLKB,A,6.5
4,BLL,A,6.8
4,BLMN,B,1.7
4,BMI,AA,8.3
4,BMY,A,6.9
4,BOH,A,6.7
4,BOOM,BBB,5.2
4,BOOT,BB,4.1
4,BPFH,BB,4.2
4,BR,BBB,4.7
4,BRC,A,5.9
4,BRK.B,BB,3
4,BRKL,BB,3.3
4,BRKS,BB,2.9
4,BRO,BB,3.5
4,BRX,BBB,4.3
4,BSIG,BB,3.8
4,BSX,B,1.5
4,BWA,A,6.1
4,BXP,A,6.8
4,BXS,BBB,5
4,BYD,BBB,4.5
4,C,BB,4.2
4,CABO,A,5.9
4,CACI,BB,2.9
4,CADE,BBB,5
4,CAG,BBB,4.9
4,CAH,AA,7.4
4,CAKE,BB,3.9
4,CALM,B,1.7
4,CAR,AA,8.4
4,CASH,BB,4.2
4,CASY,BB,4.2
4,CAT,A,7
4,CATM,BB,3.5
4,CATO,B,1.8
4,CATY,BB,3.3
4,CB,BBB,4.4
4,CBOE,BB,3
4,CBRE,AA,8.4
4,CBRL,B,1.7
4,CBSH,BBB,4.6
4,CBT,B,2
4,CBU,BB,4.2
4,CC,BB,3.2
4,CCI,BB,3
4,CCMP,BBB,4.5
4,CCOI,BB,3
4,CCS,BBB,4.3
4,CDAY,BBB,4.4
4,CDK,BB,2.9
4,CDNS,AA,7.9
4,CDW,B,2.2
4,CE,BBB,4.7
4,CENT,B,1.5
4,CENX,BB,4
4,CERN,A,7
4,CEVA,B,1.6
4,CF,CCC,0.7
4,CFFN,B,1.7
4,CFG,BBB,5.4
4,CFR,A,6.2
4,CFX,B,2.6
4,CGNX,A,6.5
4,CHCO,BB,2.9
4,CHCT,B,1.9
4,CHD,BBB,5.1
4,CHDN,BBB,4.8
4,CHE,BBB,4.6
4,CHEF,BB,4.2
4,CHH,BB,3.2
4,CHRS,BBB,5.6
4,CHRW,A,6.8
4,CHTR,B,2.5
4,CHX,A,6.8
4,CI,A,7.1
4,CIEN,A,6.8
4,CINF,B,1.5
4,CIT,BB,2.9
4,CKH,B,1.5
4,CL,AA,8.5
4,CLB,AA,8.2
4,CLDT,BB,3
4,CLF,BB,4.1
4,CLGX,BB,3.5
4,CLH,BBB,4.3
4,CLI,B,1.6
4,CLW,BB,3.2
4,CLX,AA,7.7
4,CMA,A,5.8
4,CMC,BBB,4.4
4,CMCSA,BB,3.9
4,CMD,BBB,4.8
4,CME,BBB,4.3
4,CMG,BBB,5.2
4,CMI,AAA,10
4,CMO,BB,3.2
4,CMP,BBB,5.7
4,CMS,AA,8.1
4,CMTL,BB,3.2
4,CNC,BBB,4.3
4,CNK,A,6.1
4,CNMD,BB,4.2
4,CNO,B,2.8
4,CNP,BB,3.6
4,CNSL,B,2.1
4,CNX,BBB,5.1
4,CNXN,B,1.7
4,COF,B,2
4,COG,B,2.3
4,COHR,A,7
4,COHU,B,1.6
4,COKE,B,1.6
4,COLB,BBB,5
4,COLM,A,6.2
4,CONE,BBB,4.4
4,COO,BBB,5.2
4,COOP,BBB,5.4
4,COP,AA,7.2
4,COR,A,6.2
4,CORE,BBB,5.6
4,CORT,BB,3.1
4,COST,BB,4.2
4,COTY,BB,3.3
4,CPB,AA,7.7
4,CPF,B,1.7
4,CPK,BBB,5.1
4,CPRI,BB,3.8
4,CPRT,A,6.7
4,CPSI,BBB,4.5
4,CPT,BBB,4.6
4,CR,BBB,5.2
4,CREE,A,6.8
4,CRI,BB,3.5
4,CRL,B,1.5
4,CRM,AAA,10
4,CRMT,BBB,4.6
4,CROX,A,6.8
4,CRS,B,1.5
4,CRUS,A,6.1
4,CRVL,BBB,5.7
4,CRY,BB,3.6
4,CSCO,A,6.8
4,CSGS,BBB,4.4
4,CSII,A,6.4
4,CSL,A,6.7
4,CSX,A,7.1
4,CTAS,BBB,4.5
4,CTB,BBB,5.2
4,CTLT,BBB,5.6
4,CTRE,B,2.2
4,CTS,A,7
4,CTSH,A,6.5
4,CTXS,A,7.1
4,CUB,AA,7.8
4,CUBI,BB,3.7
4,CUZ,BB,3.2
4,CVBF,BB,3.7
4,CVCO,BBB,4.7
4,CVGW,BB,3.7
4,CVLT,BB,4.1
4,CVS,BBB,5.71
4,CVX,BBB,5.2
4,CWT,BB,3.2
4,CXO,B,2.8
4,CXW,CCC,0
4,CYH,B,2
4,CYTK,B,1.6
4,D,A,6.4
4,DAL,A,6.3
4,DAN,BB,3.9
4,DAR,BBB,5.1
4,DBD,BB,3.2
4,DBI,BBB,4.9
4,DCI,A,5.8
4,DCOM,B,2.5
4,DD,A,6
4,DDD,BB,3.6
4,DE,A,7
4,DEA,A,6.5
4,DECK,AA,8.5
4,DEI,A,6.8
4,DFS,BB,3.6
4,DG,B,2.8
4,DGX,AA,7.7
4,DHC,B,2.2
4,DHI,B,2.7
4,DHR,BB,3.6
4,DIN,A,7
4,DIOD,B,1.6
4,DIS,BBB,5
4,DISCA,BBB,4.3
4,DISH,CCC,1.4
4,DKS,BB,3.1
4,DLR,BB,4.1
4,DLTR,B,2.3
4,DLX,BBB,5.7
4,DNKN,A,6.5
4,DNOW,BB,3.5
4,DOC,B,2.7
4,DORM,BBB,4.8
4,DOV,BBB,4.5
4,DPZ,BBB,5.2
4,DRE,BBB,5.4
4,DRH,BBB,4.9
4,DRI,BBB,5.7
4,DRQ,BB,4
4,DTE,A,6.6
4,DUK,BBB,5.3
4,DVA,BBB,5.7
4,DVN,BBB,5.6
4,DXC,BBB,5.6
4,DXCM,BBB,5.2
4,DXPE,B,1.6
4,DY,BB,3.1
4,EA,A,6.8
4,EAT,BBB,4.3
4,EBAY,BBB,5.6
4,EBIX,B,1.5
4,EBS,B,2.4
4,ECHO,AA,8.2
4,ECL,AAA,10
4,ECOL,B,2.4
4,ECPG,BBB,5.6
4,ED,AA,7.2
4,EFX,BB,4.2
4,EGBN,B,2.5
4,EGHT,BBB,4.4
4,EGOV,B,1.8
4,EGP,B,1.6
4,EGRX,A,6
4,EHC,A,6.9
4,EHTH,BBB,4.4
4,EIG,B,2.5
4,EIX,BBB,5.1
4,EL,BBB,5.4
4,ELY,BBB,5.7
4,EME,AA,7.9
4,EMN,BB,3.9
4,EMR,BB,4.1
4,ENDP,BB,3.9
4,ENPH,BB,3.5
4,ENR,BBB,4.6
4,ENS,BBB,4.4
4,ENSG,BBB,5.7
4,ENTA,BB,3.6
4,ENVA,CCC,1.2
4,EOG,BB,4.1
4,EPAC,BBB,5.5
4,EPAY,BBB,4.7
4,EPC,BBB,4.6
4,EPR,B,2.2
4,EPRT,BBB,5.1
4,EQIX,AA,7.4
4,EQR,BBB,5.7
4,EQT,BBB,4.4
4,ES,AA,8.3
4,ESE,A,6.5
4,ESNT,B,2.1
4,ESS,BB,3.5
4,ETH,BBB,5.4
4,ETN,BBB,5.6
4,ETR,A,7
4,ETRN,BB,3.3
4,ETSY,BBB,5.6
4,EV,B,2.6
4,EVR,BB,3.2
4,EVRG,BB,3.2
4,EVTC,B,1.5
4,EW,AA,8.5
4,EWBC,BB,3.7
4,EXC,AA,8.1
4,EXEL,B,2
4,EXLS,BBB,4.7
4,EXP,B,2.5
4,EXPD,AAA,10
4,EXPE,BBB,5.1
4,EXPO,BBB,4.5
4,EXR,BB,3.5
4,EXTR,BBB,4.4
4,EZPW,B,2.4
4,F,B,1.9
4,FAF,A,6.5
4,FANG,B,2.8
4,FARO,BBB,5.7
4,FAST,A,6.8
4,FB,BBB,4.6
4,FBC,BB,3.7
4,FBHS,A,6.7
4,FBK,B,1.7
4,FBM,BBB,4.8
4,FBNC,B,2.5
4,FBP,B,2.5
4,FCF,BB,2.9
4,FCFS,BB,4
4,FCN,A,6.4
4,FCPT,BB,4.1
4,FCX,BB,3.4
4,FDP,BBB,4.3
4,FDS,AA,8
4,FDX,BB,4.1
4,FE,BBB,5.3
4,FELE,A,6.8
4,FF,B,2.1
4,FFBC,A,6.2
4,FFIN,BBB,5
